cTS,cEE,cH2,cNG,cCO2,cBioCH4,cBiomass,configuration
25,25,25,55,200,110,65,PlasmaOxy_CC
25,25,25,55,200,110,80,PlasmaOxy_CC
25,25,25,55,250,90,20,BiomassOxy_CC
25,25,25,55,250,90,35,PlasmaOxy_CC
25,25,25,55,250,90,50,PlasmaOxy_CC
25,25,25,55,250,90,65,PlasmaOxy_CC
25,25,25,55,250,90,80,PlasmaOxy_CC
25,25,25,55,250,110,20,BiomassOxy_CC
25,25,25,55,250,110,35,PlasmaOxy_CC
25,25,25,55,250,110,50,PlasmaOxy_CC
25,25,25,55,250,110,65,PlasmaOxy_CC
25,25,25,55,250,110,80,PlasmaOxy_CC
25,25,25,75,75,90,20,PlasmaOxy_CC
25,25,25,75,75,90,35,PlasmaOxy_CC
25,25,25,75,75,90,50,PlasmaOxy_CC
25,25,25,75,75,90,65,PlasmaOxy_CC
25,25,25,75,75,90,80,PlasmaOxy_CC
25,25,25,75,75,110,20,PlasmaOxy_CC
25,25,25,75,75,110,35,PlasmaOxy_CC
25,25,25,75,75,110,50,PlasmaOxy_CC
25,25,25,75,75,110,65,PlasmaOxy_CC
25,25,25,75,75,110,80,PlasmaOxy_CC
25,25,25,75,100,90,20,PlasmaOxy_CC
25,25,25,75,100,90,35,PlasmaOxy_CC
25,25,25,75,100,90,50,PlasmaOxy_CC
25,25,25,75,100,90,65,PlasmaOxy_CC
25,25,25,75,100,90,80,PlasmaOxy_CC
25,25,25,75,100,110,20,PlasmaOxy_CC
25,25,25,75,100,110,35,PlasmaOxy_CC
25,25,25,75,100,110,50,PlasmaOxy_CC
25,25,25,75,100,110,65,PlasmaOxy_CC
25,25,25,75,100,110,80,PlasmaOxy_CC
25,25,25,75,150,90,20,BiomassOxy_CC
25,25,25,75,150,90,35,PlasmaOxy_CC
25,25,25,75,150,90,50,PlasmaOxy_CC
25,25,25,75,150,90,65,PlasmaOxy_CC
25,25,25,75,150,90,80,PlasmaOxy_CC
25,25,25,75,150,110,20,BiomassOxy_CC
25,25,25,75,150,110,35,PlasmaOxy_CC
25,25,25,75,150,110,50,PlasmaOxy_CC
25,25,25,75,150,110,65,PlasmaOxy_CC
25,25,25,75,150,110,80,PlasmaOxy_CC
25,25,25,75,200,90,20,BiomassOxy_CC
25,25,25,75,200,90,35,PlasmaOxy_CC
25,25,25,75,200,90,50,PlasmaOxy_CC
25,25,25,75,200,90,65,PlasmaOxy_CC
25,25,25,75,200,90,80,PlasmaOxy_CC
25,25,25,75,200,110,20,BiomassOxy_CC
25,25,25,75,200,110,35,PlasmaOxy_CC
25,25,25,75,200,110,50,PlasmaOxy_CC
25,25,25,75,200,110,65,PlasmaOxy_CC
25,25,25,75,200,110,80,PlasmaOxy_CC
25,25,25,75,250,90,20,BiomassOxy_CC
25,25,25,75,250,90,35,PlasmaOxy_CC
25,25,25,75,250,90,50,PlasmaOxy_CC
25,25,25,75,250,90,65,PlasmaOxy_CC
25,25,25,75,250,90,80,PlasmaOxy_CC
25,25,25,75,250,110,20,BiomassOxy_CC
25,25,25,75,250,110,35,PlasmaOxy_CC
25,25,25,75,250,110,50,PlasmaOxy_CC
25,25,25,75,250,110,65,PlasmaOxy_CC
25,25,25,75,250,110,80,PlasmaOxy_CC
25,25,25,100,75,90,20,PlasmaOxy_CC
25,25,25,100,75,90,35,PlasmaOxy_CC
25,25,25,100,75,90,50,PlasmaOxy_CC
25,25,25,100,75,90,65,PlasmaOxy_CC
25,25,25,100,75,90,80,PlasmaOxy_CC
25,25,25,100,75,110,20,PlasmaOxy_CC
25,25,25,100,75,110,35,PlasmaOxy_CC
25,25,25,100,75,110,50,PlasmaOxy_CC
25,25,25,100,75,110,65,PlasmaOxy_CC
25,25,25,100,75,110,80,PlasmaOxy_CC
25,25,25,100,100,90,20,PlasmaOxy_CC
25,25,25,100,100,90,35,PlasmaOxy_CC
25,25,25,100,100,90,50,PlasmaOxy_CC
25,25,25,100,100,90,65,PlasmaOxy_CC
25,25,25,100,100,90,80,PlasmaOxy_CC
25,25,25,100,100,110,20,PlasmaOxy_CC
25,25,25,100,100,110,35,PlasmaOxy_CC
25,25,25,100,100,110,50,PlasmaOxy_CC
25,25,25,100,100,110,65,PlasmaOxy_CC
25,25,25,100,100,110,80,PlasmaOxy_CC
25,25,25,100,150,90,20,BiomassOxy_CC
25,25,25,100,150,90,35,PlasmaOxy_CC
25,25,25,100,150,90,50,PlasmaOxy_CC
25,25,25,100,150,90,65,PlasmaOxy_CC
25,25,25,100,150,90,80,PlasmaOxy_CC
25,25,25,100,150,110,20,BiomassOxy_CC
25,25,25,100,150,110,35,PlasmaOxy_CC
25,25,25,100,150,110,50,PlasmaOxy_CC
25,25,25,100,150,110,65,PlasmaOxy_CC
25,25,25,100,150,110,80,PlasmaOxy_CC
25,25,25,100,200,90,20,BiomassOxy_CC
25,25,25,100,200,90,35,PlasmaOxy_CC
25,25,25,100,200,90,50,PlasmaOxy_CC
25,25,25,100,200,90,65,PlasmaOxy_CC
25,25,25,100,200,90,80,PlasmaOxy_CC
25,25,25,100,200,110,20,BiomassOxy_CC
25,25,25,100,200,110,35,PlasmaOxy_CC
25,25,25,100,200,110,50,PlasmaOxy_CC
25,25,25,100,200,110,65,PlasmaOxy_CC
25,25,25,100,200,110,80,PlasmaOxy_CC
25,25,25,100,250,90,20,BiomassOxy_CC
25,25,25,100,250,90,35,PlasmaOxy_CC
25,25,25,100,250,90,50,PlasmaOxy_CC
25,25,25,100,250,90,65,PlasmaOxy_CC
25,25,25,100,250,90,80,PlasmaOxy_CC
25,25,25,100,250,110,20,BiomassOxy_CC
25,25,25,100,250,110,35,PlasmaOxy_CC
25,25,25,100,250,110,50,PlasmaOxy_CC
25,25,25,100,250,110,65,PlasmaOxy_CC
25,25,25,100,250,110,80,PlasmaOxy_CC
25,25,50,10,75,90,20,PlasmaOxy_CC
25,25,50,10,75,90,35,PlasmaOxy_CC
25,25,50,10,75,90,50,PlasmaOxy_CC
25,25,50,10,75,90,65,PlasmaOxy_CC
25,25,50,10,75,90,80,PlasmaOxy_CC
25,25,50,10,75,110,20,PlasmaOxy_CC
25,25,50,10,75,110,35,PlasmaOxy_CC
25,25,50,10,75,110,50,PlasmaOxy_CC
25,25,50,10,75,110,65,PlasmaOxy_CC
25,25,50,10,75,110,80,PlasmaOxy_CC
25,25,50,10,100,90,20,PlasmaOxy_CC
25,25,50,10,100,90,35,PlasmaOxy_CC
25,25,50,10,100,90,50,PlasmaOxy_CC
25,25,50,10,100,90,65,PlasmaOxy_CC
25,25,50,10,100,90,80,PlasmaOxy_CC
25,25,50,10,100,110,20,PlasmaOxy_CC
25,25,50,10,100,110,35,PlasmaOxy_CC
25,25,50,10,100,110,50,PlasmaOxy_CC
25,25,50,10,100,110,65,PlasmaOxy_CC
25,25,50,10,100,110,80,PlasmaOxy_CC
25,25,50,10,150,90,20,BiomassOxy_CC
25,25,50,10,150,90,35,PlasmaOxy_CC
25,25,50,10,150,90,50,PlasmaOxy_CC
25,25,50,10,150,90,65,PlasmaOxy_CC
25,25,50,10,150,90,80,PlasmaOxy_CC
25,25,50,10,150,110,20,BiomassOxy_CC
25,25,50,10,150,110,35,PlasmaOxy_CC
25,25,50,10,150,110,50,PlasmaOxy_CC
25,25,50,10,150,110,65,PlasmaOxy_CC
25,25,50,10,150,110,80,PlasmaOxy_CC
25,25,50,10,200,90,20,BiomassOxy_CC
25,25,50,10,200,90,35,PlasmaOxy_CC
25,25,50,10,200,90,50,PlasmaOxy_CC
25,25,50,10,200,90,65,PlasmaOxy_CC
25,25,50,10,200,90,80,PlasmaOxy_CC
25,25,50,10,200,110,20,BiomassOxy_CC
25,25,50,10,200,110,35,PlasmaOxy_CC
25,25,50,10,200,110,50,PlasmaOxy_CC
25,25,50,10,200,110,65,PlasmaOxy_CC
25,25,50,10,200,110,80,PlasmaOxy_CC
25,25,50,10,250,90,20,BiomassOxy_CC
25,25,50,10,250,90,35,PlasmaOxy_CC
25,25,50,10,250,90,50,PlasmaOxy_CC
25,25,50,10,250,90,65,PlasmaOxy_CC
25,25,50,10,250,90,80,PlasmaOxy_CC
25,25,50,10,250,110,20,BiomassOxy_CC
25,25,50,10,250,110,35,PlasmaOxy_CC
25,25,50,10,250,110,50,PlasmaOxy_CC
25,25,50,10,250,110,65,PlasmaOxy_CC
25,25,50,10,250,110,80,PlasmaOxy_CC
25,25,50,35,75,90,20,PlasmaOxy_CC
25,25,50,35,75,90,35,PlasmaOxy_CC
25,25,50,35,75,90,50,PlasmaOxy_CC
25,25,50,35,75,90,65,PlasmaOxy_CC
25,25,50,35,75,90,80,PlasmaOxy_CC
25,25,50,35,75,110,20,PlasmaOxy_CC
25,25,50,35,75,110,35,PlasmaOxy_CC
25,25,50,35,75,110,50,PlasmaOxy_CC
25,25,50,35,75,110,65,PlasmaOxy_CC
25,25,50,35,75,110,80,PlasmaOxy_CC
25,25,50,35,100,90,20,PlasmaOxy_CC
25,25,50,35,100,90,35,PlasmaOxy_CC
25,25,50,35,100,90,50,PlasmaOxy_CC
25,25,50,35,100,90,65,PlasmaOxy_CC
25,25,50,35,100,90,80,PlasmaOxy_CC
25,25,50,35,100,110,20,PlasmaOxy_CC
25,25,50,35,100,110,35,PlasmaOxy_CC
25,25,50,35,100,110,50,PlasmaOxy_CC
25,25,50,35,100,110,65,PlasmaOxy_CC
25,25,50,35,100,110,80,PlasmaOxy_CC
25,25,50,35,150,90,20,BiomassOxy_CC
25,25,50,35,150,90,35,PlasmaOxy_CC
25,25,50,35,150,90,50,PlasmaOxy_CC
25,25,50,35,150,90,65,PlasmaOxy_CC
25,25,50,35,150,90,80,PlasmaOxy_CC
25,25,50,35,150,110,20,BiomassOxy_CC
25,25,50,35,150,110,35,PlasmaOxy_CC
25,25,50,35,150,110,50,PlasmaOxy_CC
25,25,50,35,150,110,65,PlasmaOxy_CC
25,25,50,35,150,110,80,PlasmaOxy_CC
25,25,50,35,200,90,20,BiomassOxy_CC
25,25,50,35,200,90,35,PlasmaOxy_CC
25,25,50,35,200,90,50,PlasmaOxy_CC
25,25,50,35,200,90,65,PlasmaOxy_CC
25,25,50,35,200,90,80,PlasmaOxy_CC
25,25,50,35,200,110,20,BiomassOxy_CC
25,25,50,35,200,110,35,PlasmaOxy_CC
25,25,50,35,200,110,50,PlasmaOxy_CC
25,25,50,35,200,110,65,PlasmaOxy_CC
25,25,50,35,200,110,80,PlasmaOxy_CC
25,25,50,35,250,90,20,BiomassOxy_CC
25,25,50,35,250,90,35,PlasmaOxy_CC
25,25,50,35,250,90,50,PlasmaOxy_CC
25,25,50,35,250,90,65,PlasmaOxy_CC
25,25,50,35,250,90,80,PlasmaOxy_CC
25,25,50,35,250,110,20,BiomassOxy_CC
25,25,50,35,250,110,35,PlasmaOxy_CC
25,25,50,35,250,110,50,PlasmaOxy_CC
25,25,50,35,250,110,65,PlasmaOxy_CC
25,25,50,35,250,110,80,PlasmaOxy_CC
25,25,50,55,75,90,20,PlasmaOxy_CC
25,25,50,55,75,90,35,PlasmaOxy_CC
25,25,50,55,75,90,50,PlasmaOxy_CC
25,25,50,55,75,90,65,PlasmaOxy_CC
25,25,50,55,75,90,80,PlasmaOxy_CC
25,25,50,55,75,110,20,PlasmaOxy_CC
25,25,50,55,75,110,35,PlasmaOxy_CC
25,25,50,55,75,110,50,PlasmaOxy_CC
25,25,50,55,75,110,65,PlasmaOxy_CC
25,25,50,55,75,110,80,PlasmaOxy_CC
25,25,50,55,100,90,20,PlasmaOxy_CC
25,25,50,55,100,90,35,PlasmaOxy_CC
25,25,50,55,100,90,50,PlasmaOxy_CC
25,25,50,55,100,90,65,PlasmaOxy_CC
25,25,50,55,100,90,80,PlasmaOxy_CC
25,25,50,55,100,110,20,PlasmaOxy_CC
25,25,50,55,100,110,35,PlasmaOxy_CC
25,25,50,55,100,110,50,PlasmaOxy_CC
25,25,50,55,100,110,65,PlasmaOxy_CC
25,25,50,55,100,110,80,PlasmaOxy_CC
25,25,50,55,150,90,20,BiomassOxy_CC
25,25,50,55,150,90,35,PlasmaOxy_CC
25,25,50,55,150,90,50,PlasmaOxy_CC
25,25,50,55,150,90,65,PlasmaOxy_CC
25,25,50,55,150,90,80,PlasmaOxy_CC
25,25,50,55,150,110,20,BiomassOxy_CC
25,25,50,55,150,110,35,PlasmaOxy_CC
25,25,50,55,150,110,50,PlasmaOxy_CC
25,25,50,55,150,110,65,PlasmaOxy_CC
25,25,50,55,150,110,80,PlasmaOxy_CC
25,25,50,55,200,90,20,BiomassOxy_CC
25,25,50,55,200,90,35,PlasmaOxy_CC
25,25,50,55,200,90,50,PlasmaOxy_CC
25,25,50,55,200,90,65,PlasmaOxy_CC
25,25,50,55,200,90,80,PlasmaOxy_CC
25,25,50,55,200,110,20,BiomassOxy_CC
25,25,50,55,200,110,35,PlasmaOxy_CC
25,25,50,55,200,110,50,PlasmaOxy_CC
25,25,50,55,200,110,65,PlasmaOxy_CC
25,25,50,55,200,110,80,PlasmaOxy_CC
25,25,50,55,250,90,20,BiomassOxy_CC
25,25,50,55,250,90,35,PlasmaOxy_CC
25,25,50,55,250,90,50,PlasmaOxy_CC
25,25,50,55,250,90,65,PlasmaOxy_CC
25,25,50,55,250,90,80,PlasmaOxy_CC
25,25,50,55,250,110,20,BiomassOxy_CC
25,25,50,55,250,110,35,PlasmaOxy_CC
25,25,50,55,250,110,50,PlasmaOxy_CC
25,25,50,55,250,110,65,PlasmaOxy_CC
25,25,50,55,250,110,80,PlasmaOxy_CC
25,25,50,75,75,90,20,PlasmaOxy_CC
25,25,50,75,75,90,35,PlasmaOxy_CC
25,25,50,75,75,90,50,PlasmaOxy_CC
25,25,50,75,75,90,65,PlasmaOxy_CC
25,25,50,75,75,90,80,PlasmaOxy_CC
25,25,50,75,75,110,20,PlasmaOxy_CC
25,25,50,75,75,110,35,PlasmaOxy_CC
25,25,50,75,75,110,50,PlasmaOxy_CC
25,25,50,75,75,110,65,PlasmaOxy_CC
25,25,50,75,75,110,80,PlasmaOxy_CC
25,25,50,75,100,90,20,PlasmaOxy_CC
25,25,50,75,100,90,35,PlasmaOxy_CC
25,25,50,75,100,90,50,PlasmaOxy_CC
25,25,50,75,100,90,65,PlasmaOxy_CC
25,25,50,75,100,90,80,PlasmaOxy_CC
25,25,50,75,100,110,20,PlasmaOxy_CC
25,25,50,75,100,110,35,PlasmaOxy_CC
25,25,50,75,100,110,50,PlasmaOxy_CC
25,25,50,75,100,110,65,PlasmaOxy_CC
25,25,50,75,100,110,80,PlasmaOxy_CC
25,25,50,75,150,90,20,BiomassOxy_CC
25,25,50,75,150,90,35,PlasmaOxy_CC
25,25,50,75,150,90,50,PlasmaOxy_CC
25,25,50,75,150,90,65,PlasmaOxy_CC
25,25,50,75,150,90,80,PlasmaOxy_CC
25,25,50,75,150,110,20,BiomassOxy_CC
25,25,50,75,150,110,35,PlasmaOxy_CC
25,25,50,75,150,110,50,PlasmaOxy_CC
25,25,50,75,150,110,65,PlasmaOxy_CC
25,25,50,75,150,110,80,PlasmaOxy_CC
25,25,50,75,200,90,20,BiomassOxy_CC
25,25,50,75,200,90,35,PlasmaOxy_CC
25,25,50,75,200,90,50,PlasmaOxy_CC
25,25,50,75,200,90,65,PlasmaOxy_CC
25,25,50,75,200,90,80,PlasmaOxy_CC
25,25,50,75,200,110,20,BiomassOxy_CC
25,25,50,75,200,110,35,PlasmaOxy_CC
25,25,50,75,200,110,50,PlasmaOxy_CC
25,25,50,75,200,110,65,PlasmaOxy_CC
25,25,50,75,200,110,80,PlasmaOxy_CC
25,25,50,75,250,90,20,BiomassOxy_CC
25,25,50,75,250,90,35,PlasmaOxy_CC
25,25,50,75,250,90,50,PlasmaOxy_CC
25,25,50,75,250,90,65,PlasmaOxy_CC
25,25,50,75,250,90,80,PlasmaOxy_CC
25,25,50,75,250,110,20,BiomassOxy_CC
25,25,50,75,250,110,35,PlasmaOxy_CC
25,25,50,75,250,110,50,PlasmaOxy_CC
25,25,50,75,250,110,65,PlasmaOxy_CC
25,25,50,75,250,110,80,PlasmaOxy_CC
25,25,50,100,75,90,20,PlasmaOxy_CC
25,25,50,100,75,90,35,PlasmaOxy_CC
25,25,50,100,75,90,50,PlasmaOxy_CC
25,25,50,100,75,90,65,PlasmaOxy_CC
25,25,50,100,75,90,80,PlasmaOxy_CC
25,25,50,100,75,110,20,PlasmaOxy_CC
25,25,50,100,75,110,35,PlasmaOxy_CC
25,25,50,100,75,110,50,PlasmaOxy_CC
25,25,50,100,75,110,65,PlasmaOxy_CC
25,25,50,100,75,110,80,PlasmaOxy_CC
25,25,50,100,100,90,20,PlasmaOxy_CC
25,25,50,100,100,90,35,PlasmaOxy_CC
25,25,50,100,100,90,50,PlasmaOxy_CC
25,25,50,100,100,90,65,PlasmaOxy_CC
25,25,50,100,100,90,80,PlasmaOxy_CC
25,25,50,100,100,110,20,PlasmaOxy_CC
25,25,50,100,100,110,35,PlasmaOxy_CC
25,25,50,100,100,110,50,PlasmaOxy_CC
25,25,50,100,100,110,65,PlasmaOxy_CC
25,25,50,100,100,110,80,PlasmaOxy_CC
25,25,50,100,150,90,20,BiomassOxy_CC
25,25,50,100,150,90,35,PlasmaOxy_CC
25,25,50,100,150,90,50,PlasmaOxy_CC
25,25,50,100,150,90,65,PlasmaOxy_CC
25,25,50,100,150,90,80,PlasmaOxy_CC
25,25,50,100,150,110,20,BiomassOxy_CC
25,25,50,100,150,110,35,PlasmaOxy_CC
25,25,50,100,150,110,50,PlasmaOxy_CC
25,25,50,100,150,110,65,PlasmaOxy_CC
25,25,50,100,150,110,80,PlasmaOxy_CC
25,25,50,100,200,90,20,BiomassOxy_CC
25,25,50,100,200,90,35,PlasmaOxy_CC
25,25,50,100,200,90,50,PlasmaOxy_CC
25,25,50,100,200,90,65,PlasmaOxy_CC
25,25,50,100,200,90,80,PlasmaOxy_CC
25,25,50,100,200,110,20,BiomassOxy_CC
25,25,50,100,200,110,35,PlasmaOxy_CC
25,25,50,100,200,110,50,PlasmaOxy_CC
25,25,50,100,200,110,65,PlasmaOxy_CC
25,25,50,100,200,110,80,PlasmaOxy_CC
25,25,50,100,250,90,20,BiomassOxy_CC
25,25,50,100,250,90,35,PlasmaOxy_CC
25,25,50,100,250,90,50,PlasmaOxy_CC
25,25,50,100,250,90,65,PlasmaOxy_CC
25,25,50,100,250,90,80,PlasmaOxy_CC
25,25,50,100,250,110,20,BiomassOxy_CC
25,25,50,100,250,110,35,PlasmaOxy_CC
25,25,50,100,250,110,50,PlasmaOxy_CC
25,25,50,100,250,110,65,PlasmaOxy_CC
25,25,50,100,250,110,80,PlasmaOxy_CC
25,25,75,10,75,90,20,PlasmaOxy_CC
25,25,75,10,75,90,35,PlasmaOxy_CC
25,25,75,10,75,90,50,PlasmaOxy_CC
25,25,75,10,75,90,65,PlasmaOxy_CC
25,25,75,10,75,90,80,PlasmaOxy_CC
25,25,75,10,75,110,20,PlasmaOxy_CC
25,25,75,10,75,110,35,PlasmaOxy_CC
25,25,75,10,75,110,50,PlasmaOxy_CC
25,25,75,10,75,110,65,PlasmaOxy_CC
25,25,75,10,75,110,80,PlasmaOxy_CC
25,25,75,10,100,90,20,PlasmaOxy_CC
25,25,75,10,100,90,35,PlasmaOxy_CC
25,25,75,10,100,90,50,PlasmaOxy_CC
25,25,75,10,100,90,65,PlasmaOxy_CC
25,25,75,10,100,90,80,PlasmaOxy_CC
25,25,75,10,100,110,20,PlasmaOxy_CC
25,25,75,10,100,110,35,PlasmaOxy_CC
25,25,75,10,100,110,50,PlasmaOxy_CC
25,25,75,10,100,110,65,PlasmaOxy_CC
25,25,75,10,100,110,80,PlasmaOxy_CC
25,25,75,10,150,90,20,BiomassOxy_CC
25,25,75,10,150,90,35,PlasmaOxy_CC
25,25,75,10,150,90,50,PlasmaOxy_CC
25,25,75,10,150,90,65,PlasmaOxy_CC
25,25,75,10,150,90,80,PlasmaOxy_CC
25,25,75,10,150,110,20,BiomassOxy_CC
25,25,75,10,150,110,35,PlasmaOxy_CC
25,25,75,10,150,110,50,PlasmaOxy_CC
25,25,75,10,150,110,65,PlasmaOxy_CC
25,25,75,10,150,110,80,PlasmaOxy_CC
25,25,75,10,200,90,20,BiomassOxy_CC
25,25,75,10,200,90,35,PlasmaOxy_CC
25,25,75,10,200,90,50,PlasmaOxy_CC
25,25,75,10,200,90,65,PlasmaOxy_CC
25,25,75,10,200,90,80,PlasmaOxy_CC
25,25,75,10,200,110,20,BiomassOxy_CC
25,25,75,10,200,110,35,PlasmaOxy_CC
25,25,75,10,200,110,50,PlasmaOxy_CC
25,25,75,10,200,110,65,PlasmaOxy_CC
25,25,75,10,200,110,80,PlasmaOxy_CC
25,25,75,10,250,90,20,BiomassOxy_CC
25,25,75,10,250,90,35,PlasmaOxy_CC
25,25,75,10,250,90,50,PlasmaOxy_CC
25,25,75,10,250,90,65,PlasmaOxy_CC
25,25,75,10,250,90,80,PlasmaOxy_CC
25,25,75,10,250,110,20,BiomassOxy_CC
25,25,75,10,250,110,35,PlasmaOxy_CC
25,25,75,10,250,110,50,PlasmaOxy_CC
25,25,75,10,250,110,65,PlasmaOxy_CC
25,25,75,10,250,110,80,PlasmaOxy_CC
25,25,75,35,75,90,20,PlasmaOxy_CC
25,25,75,35,75,90,35,PlasmaOxy_CC
25,25,75,35,75,90,50,PlasmaOxy_CC
25,25,75,35,75,90,65,PlasmaOxy_CC
25,25,75,35,75,90,80,PlasmaOxy_CC
25,25,75,35,75,110,20,PlasmaOxy_CC
25,25,75,35,75,110,35,PlasmaOxy_CC
25,25,75,35,75,110,50,PlasmaOxy_CC
25,25,75,35,75,110,65,PlasmaOxy_CC
25,25,75,35,75,110,80,PlasmaOxy_CC
25,25,75,35,100,90,20,PlasmaOxy_CC
25,25,75,35,100,90,35,PlasmaOxy_CC
25,25,75,35,100,90,50,PlasmaOxy_CC
25,25,75,35,100,90,65,PlasmaOxy_CC
25,25,75,35,100,90,80,PlasmaOxy_CC
25,25,75,35,100,110,20,PlasmaOxy_CC
25,25,75,35,100,110,35,PlasmaOxy_CC
25,25,75,35,100,110,50,PlasmaOxy_CC
25,25,75,35,100,110,65,PlasmaOxy_CC
25,25,75,35,100,110,80,PlasmaOxy_CC
25,25,75,35,150,90,20,BiomassOxy_CC
25,25,75,35,150,90,35,PlasmaOxy_CC
25,25,75,35,150,90,50,PlasmaOxy_CC
25,25,75,35,150,90,65,PlasmaOxy_CC
25,25,75,35,150,90,80,PlasmaOxy_CC
25,25,75,35,150,110,20,BiomassOxy_CC
25,25,75,35,150,110,35,PlasmaOxy_CC
25,25,75,35,150,110,50,PlasmaOxy_CC
25,25,75,35,150,110,65,PlasmaOxy_CC
25,25,75,35,150,110,80,PlasmaOxy_CC
25,25,75,35,200,90,20,BiomassOxy_CC
25,25,75,35,200,90,35,PlasmaOxy_CC
25,25,75,35,200,90,50,PlasmaOxy_CC
25,25,75,35,200,90,65,PlasmaOxy_CC
25,25,75,35,200,90,80,PlasmaOxy_CC
25,25,75,35,200,110,20,BiomassOxy_CC
25,25,75,35,200,110,35,PlasmaOxy_CC
25,25,75,35,200,110,50,PlasmaOxy_CC
25,25,75,35,200,110,65,PlasmaOxy_CC
25,25,75,35,200,110,80,PlasmaOxy_CC
25,25,75,35,250,90,20,BiomassOxy_CC
25,25,75,35,250,90,35,PlasmaOxy_CC
25,25,75,35,250,90,50,PlasmaOxy_CC
25,25,75,35,250,90,65,PlasmaOxy_CC
25,25,75,35,250,90,80,PlasmaOxy_CC
25,25,75,35,250,110,20,BiomassOxy_CC
25,25,75,35,250,110,35,PlasmaOxy_CC
25,25,75,35,250,110,50,PlasmaOxy_CC
25,25,75,35,250,110,65,PlasmaOxy_CC
25,25,75,35,250,110,80,PlasmaOxy_CC
25,25,75,55,75,90,20,PlasmaOxy_CC
25,25,75,55,75,90,35,PlasmaOxy_CC
25,25,75,55,75,90,50,PlasmaOxy_CC
25,25,75,55,75,90,65,PlasmaOxy_CC
25,25,75,55,75,90,80,PlasmaOxy_CC
25,25,75,55,75,110,20,PlasmaOxy_CC
25,25,75,55,75,110,35,PlasmaOxy_CC
25,25,75,55,75,110,50,PlasmaOxy_CC
25,25,75,55,75,110,65,PlasmaOxy_CC
25,25,75,55,75,110,80,PlasmaOxy_CC
25,25,75,55,100,90,20,PlasmaOxy_CC
25,25,75,55,100,90,35,PlasmaOxy_CC
25,25,75,55,100,90,50,PlasmaOxy_CC
25,25,75,55,100,90,65,PlasmaOxy_CC
25,25,75,55,100,90,80,PlasmaOxy_CC
25,25,75,55,100,110,20,PlasmaOxy_CC
25,25,75,55,100,110,35,PlasmaOxy_CC
25,25,75,55,100,110,50,PlasmaOxy_CC
25,25,75,55,100,110,65,PlasmaOxy_CC
25,25,75,55,100,110,80,PlasmaOxy_CC
25,25,75,55,150,90,20,BiomassOxy_CC
25,25,75,55,150,90,35,PlasmaOxy_CC
25,25,75,55,150,90,50,PlasmaOxy_CC
25,25,75,55,150,90,65,PlasmaOxy_CC
25,25,75,55,150,90,80,PlasmaOxy_CC
25,25,75,55,150,110,20,BiomassOxy_CC
25,25,75,55,150,110,35,PlasmaOxy_CC
25,25,75,55,150,110,50,PlasmaOxy_CC
25,25,75,55,150,110,65,PlasmaOxy_CC
25,25,75,55,150,110,80,PlasmaOxy_CC
25,25,75,55,200,90,20,BiomassOxy_CC
25,25,75,55,200,90,35,PlasmaOxy_CC
25,25,75,55,200,90,50,PlasmaOxy_CC
25,25,75,55,200,90,65,PlasmaOxy_CC
25,25,75,55,200,90,80,PlasmaOxy_CC
25,25,75,55,200,110,20,BiomassOxy_CC
25,25,75,55,200,110,35,PlasmaOxy_CC
25,25,75,55,200,110,50,PlasmaOxy_CC
25,25,75,55,200,110,65,PlasmaOxy_CC
25,25,75,55,200,110,80,PlasmaOxy_CC
25,25,75,55,250,90,20,BiomassOxy_CC
25,25,75,55,250,90,35,PlasmaOxy_CC
25,25,75,55,250,90,50,PlasmaOxy_CC
25,25,75,55,250,90,65,PlasmaOxy_CC
25,25,75,55,250,90,80,PlasmaOxy_CC
25,25,75,55,250,110,20,BiomassOxy_CC
25,25,75,55,250,110,35,PlasmaOxy_CC
25,25,75,55,250,110,50,PlasmaOxy_CC
25,25,75,55,250,110,65,PlasmaOxy_CC
25,25,75,55,250,110,80,PlasmaOxy_CC
25,25,75,75,75,90,20,PlasmaOxy_CC
25,25,75,75,75,90,35,PlasmaOxy_CC
25,25,75,75,75,90,50,PlasmaOxy_CC
25,25,75,75,75,90,65,PlasmaOxy_CC
25,25,75,75,75,90,80,PlasmaOxy_CC
25,25,75,75,75,110,20,PlasmaOxy_CC
25,25,75,75,75,110,35,PlasmaOxy_CC
25,25,75,75,75,110,50,PlasmaOxy_CC
25,25,75,75,75,110,65,PlasmaOxy_CC
25,25,75,75,75,110,80,PlasmaOxy_CC
25,25,75,75,100,90,20,PlasmaOxy_CC
25,25,75,75,100,90,35,PlasmaOxy_CC
25,25,75,75,100,90,50,PlasmaOxy_CC
25,25,75,75,100,90,65,PlasmaOxy_CC
25,25,75,75,100,90,80,PlasmaOxy_CC
25,25,75,75,100,110,20,PlasmaOxy_CC
25,25,75,75,100,110,35,PlasmaOxy_CC
25,25,75,75,100,110,50,PlasmaOxy_CC
25,25,75,75,100,110,65,PlasmaOxy_CC
25,25,75,75,100,110,80,PlasmaOxy_CC
25,25,75,75,150,90,20,BiomassOxy_CC
25,25,75,75,150,90,35,PlasmaOxy_CC
25,25,75,75,150,90,50,PlasmaOxy_CC
25,25,75,75,150,90,65,PlasmaOxy_CC
25,25,75,75,150,90,80,PlasmaOxy_CC
25,25,75,75,150,110,20,BiomassOxy_CC
25,25,75,75,150,110,35,PlasmaOxy_CC
